Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
965,Dairy,44,2025-03-24,791,Grocery Store,West James,Vegetarian,Lunch
966,Dairy,41,2025-03-25,705,Grocery Store,East Robert,Vegan,Snacks
967,Fruits,34,2025-03-16,357,Supermarket,Donnaborough,Vegan,Snacks
968,Rice,45,2025-03-17,789,Grocery Store,Lake Maria,Non-Vegetarian,Lunch
969,Soup,50,2025-03-21,208,Restaurant,East Garyton,Non-Vegetarian,Lunch
970,Fruits,26,2025-03-20,62,Grocery Store,Marymouth,Vegetarian,Breakfast
971,Fish,7,2025-03-18,751,Restaurant,East Richardside,Vegetarian,Snacks
972,Vegetables,21,2025-03-23,984,Catering Service,South Edwardtown,Vegetarian,Dinner
973,Fruits,7,2025-03-16,519,Restaurant,Keithburgh,Non-Vegetarian,Breakfast
974,Chicken,45,2025-03-17,393,Restaurant,Heatherview,Non-Vegetarian,Lunch
975,Fish,48,2025-03-19,5,Grocery Store,Valentineside,Non-Vegetarian,Lunch
976,Vegetables,41,2025-03-19,738,Grocery Store,West Kelli,Non-Vegetarian,Lunch
977,Vegetables,12,2025-03-19,514,Supermarket,Maxwellburgh,Vegan,Dinner
978,Dairy,14,2025-03-27,743,Supermarket,South Richard,Vegetarian,Snacks
979,Pasta,43,2025-03-16,584,Supermarket,Moralesside,Vegetarian,Lunch
980,Chicken,2,2025-03-27,876,Grocery Store,Brookeland,Vegan,Dinner
981,Dairy,47,2025-03-18,999,Grocery Store,Stevenchester,Vegan,Breakfast
982,Soup,36,2025-03-19,7,Restaurant,Lake Christopherburgh,Vegetarian,Breakfast
983,Fruits,43,2025-03-22,98,Supermarket,Gardnerfort,Vegetarian,Lunch
984,Chicken,26,2025-03-23,234,Catering Service,New Joel,Non-Vegetarian,Dinner
985,Bread,31,2025-03-16,935,Grocery Store,Ramseyfort,Vegetarian,Dinner
986,Rice,23,2025-03-24,14,Catering Service,Garciamouth,Vegan,Snacks
987,Dairy,6,2025-03-29,557,Restaurant,East Aaron,Vegetarian,Dinner
988,Soup,44,2025-03-24,517,Grocery Store,Wadeville,Vegan,Lunch
989,Bread,31,2025-03-19,557,Restaurant,East Aaron,Non-Vegetarian,Snacks
990,Pasta,11,2025-03-25,720,Restaurant,Francisshire,Vegetarian,Breakfast
991,Vegetables,7,2025-03-19,432,Restaurant,Carolchester,Vegetarian,Dinner
992,Salad,25,2025-03-26,257,Supermarket,Lake Coryhaven,Vegan,Breakfast
993,Soup,8,2025-03-28,470,Restaurant,Port Daniellechester,Vegetarian,Lunch
994,Salad,17,2025-03-29,37,Catering Service,New Amanda,Non-Vegetarian,Snacks
995,Rice,37,2025-03-23,868,Grocery Store,Rodriguezview,Vegan,Snacks
996,Fish,15,2025-03-30,467,Catering Service,Phillipsfort,Vegan,Breakfast
997,Fish,22,2025-03-18,35,Grocery Store,Andersonmouth,Vegetarian,Breakfast
998,Fruits,6,2025-03-22,444,Restaurant,New Billy,Non-Vegetarian,Dinner
999,Pasta,15,2025-03-30,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch
1000,Salad,18,2025-03-19,155,Supermarket,Charlesview,Non-Vegetarian,Dinner
